11;0;10;20.16;11.94;57.56;16.32;29.07;29.86;3041.75
13;0;10;10.06;2.54;58.76;18.64;29.19;29.98;3986.75
6;0.48;9.96;17.13;16.74;92.88;0.24;29.34;30.14;16.81
11;0.64;10;30.15;19.92;52.24;5.68;29.34;30.14;3406
12;0.82;10;28.93;23.06;70.08;8.32;29.27;30.06;3420.25
16;0;10;28.71;16.96;49.84;21.4;29.13;29.92;1676.25
6;0.93;0.56;11.1;10.85;96.97;1.26;29.06;29.86;0.69
7;0;10;3.96;-1.03;70.64;14.2;29.32;30.11;687.75
12;0;10;29.06;10.24;28.53;18.23;29.21;30;4022.5
15;0.96;7.08;2.35;-1.02;81.64;7.32;29.05;29.84;2020.5
8;1;2.13;19.33;19.18;97.74;5.63;29.11;29.91;419.25
11;1;9.96;0.05;-2.54;82.56;15.56;29.04;29.83;1952.75
7;0;10;6.74;1.3;65.23;9.52;29.14;29.93;306.65
12;0.17;10;27.9;10.66;33.84;13.64;29.38;30.18;3858.25
15;0;10;19.41;3.59;35.16;5.68;29.52;30.32;3690.25
15;0;10;4.11;-7.84;40.56;2.8;29.44;30.24;4236.5
10;1;9.96;8.28;5.5;78.29;12.69;28.87;29.65;564.75
13;0.65;10;28.22;17.33;49.72;6.92;29.07;29.86;3721.75
8;0;10;5.2;-1.9;60.24;9.68;29.3;30.09;1406.5
15;0.51;8.07;22.95;20.25;83.8;6.28;29.13;29.93;259.5
11;0.42;10;30.28;18.14;46.2;6.44;29.09;29.88;3570.75
6;1;6.96;12.69;11.58;91.08;13.04;29.13;29.92;54.3
7;0;10;20.13;9.73;49.76;2.68;29.27;30.06;1177.75
14;0;10;23.81;3.76;26;10.56;29.31;30.11;3937.75
16;0.38;2.15;15.13;14.37;49.67;8.84;15.87;29.8;185.75
17;0;10;7.04;0.84;57.12;6.44;29.31;30.1;0
12;0.01;10;27.57;6.94;25.36;17.56;29.1;29.89;3883
12;0.55;10;8.83;-3.13;45.08;41.56;28.91;29.7;3120
9;0;10;23.91;18.66;70.8;9.68;29.46;30.26;2981.5
8;0;10;27.37;20.34;64.52;7.24;29.31;30.1;2221.25
16;0.25;10;27.51;18.91;57.04;6.04;29.31;30.1;1472.25
12;0.62;10;26.64;13.43;44.08;22.8;29.23;30.02;4722.5
14;0.01;10;28.03;15.91;47.29;10.88;29.09;29.88;4191.75
14;0.9;10;9.03;3.36;70.35;14.84;29.28;30.07;2739.75
10;1;5.89;16.58;15.3;90.43;5.71;29.24;30.03;655.5
16;0.92;6.4;6.57;5.16;87.68;11.48;29.13;29.92;9.92
11;0;10;20.38;10.81;53.56;7.76;29.26;30.05;4676
7;1;2.17;15.95;15.87;97.23;10.18;29.31;30.1;26.98
16;0.14;10;26.65;23.46;40.45;7.12;15.44;30.07;1234
15;0;10;25.27;14.62;51.04;10.44;29.29;30.08;2807.5
14;1;10;6.44;2.23;70.76;15.08;29.33;30.12;551.75
15;0.43;10;30.02;12.63;33.56;12.72;29.12;29.91;1059.5
7;0;10;22.02;16.67;66.6;0.2;29.29;30.08;816.75
6;0.91;10;15.11;12.76;83.88;10.68;29.11;29.9;60.13
14;1;10;14.02;12.39;91.51;13.19;29.21;30;2230.75
13;0.46;10;13.8;9.8;75.64;15.84;28.77;29.55;1798.25
13;1;9.72;16.53;15.41;91.72;6.53;28.9;29.69;941.25
12;0;10;13.35;4.39;52.92;1.28;29.51;30.31;4720.25
15;0;10;27.39;3.18;19.36;8.44;29.41;30.21;3432.5
9;0;10;-13.93;-17.34;70.12;0;29.94;30.75;1433.75
14;0.4;10;15.18;4.25;48.44;7.76;29.52;30.32;1598.5
15;0.56;10;30.55;21.54;56.8;1.16;29.19;29.98;731.75
7;1;4.55;1.58;1.07;93.82;6.41;28.95;29.74;18.93
15;1;10;10.49;6.54;68.8;7.04;29.3;30.09;1029.25
7;1;0.37;14.54;14.42;99.89;4.93;29.37;30.17;23.27
14;1;10;7.19;-5.06;40.08;14.48;29.34;30.14;1401
15;0.56;10;2.78;-2.08;67.96;14.08;29.27;30.06;1499
6;0;10;16.43;8.58;53.76;1.92;29.31;30.11;334.75
17;0;10;27.13;6.5;24.6;3.48;29.09;29.88;1947
13;0;10;11.06;2.18;54.68;14.68;29.05;29.84;3817.75
14;0.54;10;28.74;23.61;71.8;5.64;29.3;30.09;3046.5
17;0.64;9.92;14.36;9.72;76.2;16.08;28.89;29.67;31.25
10;0;10;-12.36;-17.96;57.83;0;29.93;30.74;2118.75
6;0.38;10;22.46;18.86;75.68;0;29.29;30.08;84
17;0;10;29.74;24.43;69.88;3.94;29.13;29.93;1984.25
9;1;10;5.82;0.77;67.68;18.72;29.13;29.92;401.25
17;1;4.79;16.32;14.6;91.22;11.65;29.09;29.88;463.25
9;0;10;25.92;19.58;66.16;2.12;29.3;30.09;2616
7;0;10;10.23;2.28;58.72;9.08;29.4;30.2;528.25
14;0.54;10;26.18;13.41;43.36;9.8;29.36;30.16;2401
13;0.44;10;-1.41;-4.75;21.74;9.72;8.53;30.11;1924
15;0.79;10;31.15;23.34;62.2;17.96;29.06;29.85;3473
14;0;10;9.27;-3.27;40.12;13.96;29.51;30.31;4270
9;1;10;-7.17;-12.31;64.88;15.76;29.38;30.18;385.25
15;0;10;27.98;21.7;74;5;29.15;29.97;962.75
7;0.01;10;24.65;17.68;63.04;7.68;29.46;30.26;941.25
7;1;9.14;7.97;6.57;87.47;17.57;28.81;29.59;257.75
8;0;10;-1.73;-7.45;62.92;8;29.58;30.38;1576.5
7;0;10;-4.1;-6.33;80.88;8.64;29.57;30.37;668
9;1;10;20.35;16.44;77.6;14.04;28.97;29.76;1673.5
7;0;10;17.95;14.71;79.8;9.04;29.34;30.13;632
6;0;10;-18.69;-20.11;79;0.2;29.7;30.5;0
14;0.56;10;27.01;19.02;58.32;5.76;29.07;29.86;2186
7;0;10;8.39;7.18;87.28;7.8;29.53;30.33;157.57
16;0.83;10;12.69;10.98;82.8;17.56;29.03;29.82;66.62
14;0.15;10;28.85;14.42;40.64;12.48;29.26;30.05;3558.5
14;0.65;7.08;1.35;-0.6;85.69;5.36;29.53;30.33;326
12;1;10;20.04;4.85;35.04;11.88;29.29;30.08;1769.25
15;0;10;27.34;3.6;20.56;4.72;29.25;30.04;3963
9;0;9.84;3.11;0.17;77.32;12.44;29.28;30.07;3690.5
6;1;10;6.28;3.76;79.16;14.28;29.13;29.92;96.38
12;0.43;10;13.04;2.6;47.96;8.32;29.33;30.13;2914
16;1;10;5.79;1.38;70.69;12.73;29.37;30.17;153.75
8;0;10;3.63;-1.41;68;8.96;29.42;30.22;1560.5
10;1;10;20.24;12.94;61.48;0.12;29.32;30.11;2249.75
12;0.65;9;28.04;25.01;84.05;9.78;29.14;29.93;3094.75
16;0.9;10;18.83;13.6;72.48;11.76;28.92;29.7;2753.25
14;0;10;15.27;-0.26;33.76;5.8;29.43;30.23;3915.75
14;0.15;10;5.98;0.9;71.2;17.68;29.08;29.87;1036.75
7;0;10;-1.83;-6.87;66.32;13.4;29.43;30.23;748.25
8;0;9.96;24.75;20.05;70.24;1.08;29.3;30.09;1604.25
14;0;10;11.94;-1.37;39.88;12.04;29.56;30.36;3729
14;0.55;10;13.47;3.91;49.72;10.12;29.34;30.13;2302.5
10;0.01;10;22;11.72;50.92;1.72;29.44;30.24;3852.75
17;1;9.96;6.82;5.18;89.3;13.77;29.06;29.85;48
8;0.04;10;0.58;-3.65;21.54;11.76;8.52;30.02;35.25
8;0;10;25.83;21.41;73.16;6.08;29.24;30.03;567.25
16;0.01;10;31.52;26.42;73.76;2.32;29.15;29.94;1790.75
6;0.7;10;1.08;-1.02;80.2;13.24;28.98;29.77;29.85
10;0.99;9.04;26.25;24.55;92.56;8.64;29.23;30.02;1666.5
11;0.75;10;23.72;17.1;64;7.5;29.32;30.14;3144.25
7;0;10;8.46;5.74;80;0.24;29.59;30.39;722.5
7;0;9.88;5.68;5.12;86.12;2.68;29.62;30.42;98.88
8;0;4.36;1.97;2.24;93.8;5.64;29.59;30.39;1421.25
15;0.65;10;25.2;20.79;73.36;15.08;28.9;29.69;1950.25
7;0.99;7;20.67;20.9;98.92;3.4;29.13;29.92;145.35
11;0;10;14.16;8.17;65.84;0.96;29.16;29.95;3853.5
13;1;3.42;-1.88;-2.38;94.08;10.07;28.92;29.71;371.25
15;1;10;4.93;0.88;71;8.64;29.06;29.85;46.08
8;0;10;10.09;1.99;56.12;8.84;29.46;30.26;1516
12;0.55;10;23.6;10.51;44.28;17.88;29.27;30.06;1377.5
10;0.42;10;22.08;6.66;36.52;14.64;29.36;30.16;1293.5
9;0;10;-2.79;-16.69;32.92;7.72;29.69;30.49;3099.75
11;0;10;16.66;5.66;47.52;12.44;28.99;29.78;3208.5
6;1;10;5.93;5.03;90.54;3.38;28.91;29.7;2.9
8;0;10;6.24;4.08;78.2;8.96;29.43;30.23;2268.25
10;0;10;16.15;7.93;54.88;10;29.46;30.26;3487
6;0;10;22.45;22.22;94.92;5.12;29.1;29.89;345.25
17;1;10;0.72;-2.32;79.31;11.61;29.04;29.83;0
11;0.28;10;-0.16;-8.56;52.12;10.04;29.83;30.64;4682.5
16;0.9;10;28.03;18.62;52.44;5.56;29.04;29.83;1990.25
14;1;0.7;0.51;0.73;98.53;5.83;29.1;29.9;20.45
13;0;10;29.51;12.72;33.12;12.04;29.13;29.92;4592.25
8;0;10;25.05;21.1;79;7;29.21;30.03;2000.25
7;1;4.2;15.41;14.7;93.32;6.48;29.31;30.1;191.73
10;0;9.92;1.93;-1.72;75.16;8.04;29.51;30.31;3987.75
12;0;10;23.27;-1.2;19.36;8.32;29.11;29.9;4591
12;1;10;14.51;12.94;89.88;10;29.21;30;1571
16;1;4.42;-5.2;-7.21;82;14.88;28.99;29.78;183
8;1;9.04;9.2;7.65;88.88;14.36;29.22;30.01;643
12;0;10;25.79;7.35;29.64;2.56;29.19;29.98;4711
7;0.14;6.98;-1.37;-2.39;29.9;4.32;10.73;30.11;3.5
9;0;10;17.13;4.58;41.84;8.4;29.39;30.19;2425.25
13;1;10;12.42;2.17;49.48;15.68;29.41;30.21;1599.5
7;0.03;10;24.99;19.36;68.28;9.8;29.07;29.86;253.75
12;0.44;10;29.29;23.9;70;16;29.05;29.87;3923.75
17;0;10;-7.5;-11.74;70.88;12.4;29.3;30.09;0
9;0;10;29.07;24.84;74.76;13.64;29.34;30.14;2681
16;0;10;18.73;5.04;38.04;21.92;28.9;29.68;1729.5
10;1;2.91;-0.42;-0.83;95.21;3.62;29.69;30.49;263.75
9;0;10;19;9.34;50.28;23.12;29.05;29.84;2762.25
11;0;10;23.58;17.08;66.88;16.72;29.01;29.8;3562.25
7;0;10;9.14;3.56;68.12;14;29.34;30.13;1083.25
15;0;10;20;0.12;25.24;14.08;29.35;30.14;2801
13;0.91;10;21.01;13.94;60.6;6.36;29.27;30.06;3200.25
13;0.41;10;30.18;22.98;57.88;2.67;29.17;29.96;3486.5
16;0.74;10;2.64;-3.75;62.68;16;29.5;30.3;29
13;0.84;10;13.38;4.43;52.84;10;29.35;30.14;1806
8;0;10;20.47;8;44.96;5.76;29.6;30.4;2185.5
6;1;3.64;15.06;14.97;97;5.93;29.07;29.86;33.04
9;0;10;23.4;17.04;66.52;8.04;29.39;30.19;3210
9;0;10;11.27;1.59;50.64;14;29.15;29.94;3004.25
6;1;5.83;16.6;15.68;94.7;20.66;29.09;29.88;0
9;0;10;11.69;8.95;82.88;10.48;29.34;30.14;1785.5
17;0.5;2.92;26.74;15.44;47.4;31.52;28.91;29.69;1621
16;1;10;7.36;5.74;85.19;20.84;28.83;29.61;286.48
8;0;10;6.45;4.09;84.76;7.72;29.08;29.87;1240.75
10;0;10;20.51;4.1;31.92;8.88;29.24;30.03;3942.25
8;0;6.2;2.46;0.33;82.6;11.88;29.47;30.27;2532.5
12;0.64;10;25.5;19.4;68.44;4.4;29.4;30.2;2959.25
15;1;5.21;12.45;11.63;92.58;19.19;28.96;29.76;65.75
11;0;10;11.7;4.25;62.04;9.32;29.34;30.13;4634.5
8;0;10;21.37;17.01;21.89;14;8.53;30.07;0
10;0.69;10;29.77;24.05;73.68;6.44;29.27;30.06;3063
11;1;5.72;14.67;12.86;90.12;6.92;29.17;29.96;980.75
13;1;10;14.3;8.67;64.56;6.52;29.39;30.19;1416.75
14;0;10;22.54;9.93;43.84;8;29.35;30.14;4045.25
11;1;6.95;15.55;13.89;92.15;12.18;28.79;29.57;939
8;0.44;10;22.62;18.92;79.22;6.89;29.24;30.03;1762.75
12;0.38;10;16.59;10.37;66.52;28.64;28.92;29.71;2660.5
14;0.01;10;30.57;17.49;42.88;15.96;29.09;29.88;1406
6;0;10;-0.61;-1.05;89.96;7.4;29.18;29.97;85.79
11;1;10;5.62;2.83;77.35;22.88;29.07;29.87;1564.75
11;0;10;29.09;19.4;55;5;29.42;30.25;3707.5
7;0;10;11.76;8.66;76.8;8.6;29.28;30.07;686.5
13;1;10;12.86;9.91;85.05;10.07;29.03;29.82;1513.25
15;0;10;14.42;7.18;59.36;8.12;29.11;29.9;714
8;1;5.79;18.16;17.63;93.22;0;29.13;29.93;657.5
6;0;10;14.92;12.04;81.92;5.68;29.46;30.26;52.99
16;0.83;10;17.83;10.79;61.44;3.08;29.16;29.95;1714.75
11;0.53;10;23.2;15.42;60.48;12.52;29.31;30.1;2603
13;0.44;10;-7.48;-12.01;66.73;13.23;29.72;30.52;1623.25
15;0.44;10;29.11;20.11;58.6;13.28;29.12;29.91;1832
15;0.42;10;30.56;16.92;41.56;7.68;29.27;30.06;1304
7;0;10;16.77;14.5;85.92;6.8;29.42;30.22;631
14;0.56;10;30.86;24.8;70;8;29.04;29.83;3927.5
14;0;10;3.91;-7.99;40.92;3.32;29.43;30.23;4695.75
11;0.41;10;27;19.83;64.8;1.92;29.28;30.07;3143.25
11;0.43;10;27.69;22.95;74.44;5.44;29.34;30.14;3335
16;0;10;17.51;0.67;32;11.08;29.22;30.01;3189.25
17;1;10;24.74;17.72;62.88;7.08;29.28;30.07;162.18
10;0;10;21.68;10.41;47.2;7.12;29.17;29.96;4220
13;0.98;10;19.68;14.93;78.49;6;29.2;29.99;3695.75
8;0;10;16.66;10.58;67.24;14.16;29.15;29.94;1957.25
6;0;9.96;23.88;22.41;88.2;6.76;29.27;30.06;385
15;0.63;10;21.2;8.3;43.12;13.4;29.14;29.93;3136.75
10;0.42;10;22.41;9.18;42.16;15.48;29.37;30.17;1459
15;1;2.42;15.58;15.16;98.92;5.53;29.3;30.1;257.25
17;0;10;24.15;10.41;20.67;4.72;8.53;30.08;1807.25
15;0;10;26.98;19.48;60.16;14.44;29.11;29.9;2238.25
15;0;10;28.47;22.88;69.76;13.18;29;29.79;3683.25
16;0.11;9.44;18.79;16.49;27.51;11.86;10.04;30.01;451.5
9;1;6.96;19.3;18.29;90.96;11.84;29.19;29.98;887.25
8;0.15;10;23.86;18;72.4;7.76;29.26;30.05;2202.5
17;0;10;5.86;0.44;64.64;3.16;29.26;30.05;9.13
10;0.8;10;26.56;22.52;78.92;8.96;29.3;30.09;3687.75
17;1;7.88;3.87;2.44;87.76;8.24;29.44;30.24;0
10;1;7.08;6.79;5.62;87.51;28.89;28.88;29.67;453
10;0.43;10;25.46;14.23;49.24;16.68;29.12;29.91;1377.75
6;1;10;-4.76;-7.75;75.92;13.68;29.42;30.22;0
8;0.99;10;17.98;16.59;91.61;13.53;29.07;29.87;671.75
11;0;10;12.87;9.38;76.16;14.72;28.81;29.59;3277.5
15;0.44;10;21.24;13.02;57.4;8.44;29.31;30.11;2228.25
8;0;10;16.88;8.44;55.52;9.68;29.15;29.94;1864
11;1;10;1.62;0.61;90.92;10.96;29.28;30.07;192
8;0.59;10;6.7;4.15;83;15;29.28;30.1;1729.75
12;0.75;10;26.3;20.8;69;6;29.12;29.94;3675.75
9;1;8.92;15.54;14.51;93.32;20.64;28.72;29.5;272.25
11;0;10;29.43;12.8;36;8;29.19;30.01;4026.5
17;1;4.28;7.35;6.9;92.29;21.29;29.06;29.85;34.35
7;0;10;22.23;20.02;83.48;8.32;29.18;29.97;309.5
14;0.7;10;25.08;10.6;37.68;14.48;29.11;29.9;4246
15;0.65;10;14.46;3.06;46.24;10.56;29.29;30.08;1705.75
10;0;10;19;14.3;75.44;9.16;29.38;30.18;3594.75
7;0;10;22.11;17.66;73.24;3;29.31;30.11;358
17;0;10;26.1;17.7;56.16;20.2;28.82;29.6;342.25
8;0;10;23.58;17.93;69.72;0.96;29.12;29.91;1828
8;0;10;19.75;9.32;50.08;5.64;29.25;30.04;2275.25
9;0.82;10;3.44;-3.71;60.92;14;29.58;30.38;1994
6;0;10;7.25;6.87;93.8;12.84;28.76;29.54;1.99
12;1;10;4.74;0.12;72.24;6.72;29.3;30.09;2967
8;0;10;26.08;22.69;80.4;9.36;29.23;30.02;1821
12;0.69;10;31.66;25.89;74.23;8.33;29;29.79;4199
16;0.99;10;20.95;13.16;60.12;6.28;29.27;30.06;883.25
10;0;10;21.46;10.65;47.64;13.8;29.2;29.99;4067
17;1;10;8.2;4.4;76.29;10.44;29.42;30.22;341.5
15;0.29;10;28.62;16.72;21.26;3.72;8.53;30.14;3066.5
8;0;10;8.16;7.7;93.48;13.44;28.8;29.58;801.75
15;0.58;10;26.97;17.05;53.12;6.53;29.18;29.98;3072
17;0.65;10;29.18;21.67;63.56;12.52;29.08;29.87;1214.25
14;0.42;10;27.88;13.12;39.2;5.76;29.39;30.19;3421.5
14;0.98;9.82;24.17;21.3;82.18;7.3;29.46;30.26;1335
11;0.54;9.04;32.56;22.25;52;9.92;29.19;29.98;3139
10;0;10;27.39;12.54;40.04;10.76;29.23;30.02;1404.25
10;0;10;26.14;21.7;79;7;29.26;30.08;2799.75
8;0.84;10;0.67;-2.84;73.92;7.8;29.28;30.07;678.5
14;0.62;10;31.47;20.34;50.88;16.2;28.98;29.77;3240.5
8;0.99;10;19.48;16.48;82.92;14.64;28.97;29.76;1959.25
7;0.26;10;11.87;9.22;81.52;13.15;28.92;29.71;746.5
17;0;10;23.55;-1.36;17.92;12.76;28.97;29.76;1799
11;0.62;10;27.45;19.75;62.04;10.8;29.07;29.86;4412.25
16;0;10;32.94;21.64;50.4;4.84;29.2;29.99;1558.5
15;0;10;20.87;9.22;46.36;10.6;29.17;29.96;3693.75
11;0;10;29.93;16.12;41.6;6.28;29.38;30.18;4067
13;0.45;10;25.76;5.41;25.8;9.04;29.46;30.26;4062.5
16;1;10;8.3;4.57;78.09;9.04;29.41;30.21;471.75
12;0;10;3.28;-1.65;69.88;15.68;29.09;29.88;3074.5
17;0.99;10;20.66;6.89;38.16;11.6;29.19;29.98;1413.25
10;0;10;25.07;20;76;3;29.1;29.92;1988.5
16;1;8.12;15.2;14.67;92.36;7.68;29.24;30.03;43.65
9;0;10;0.75;-10.11;43.92;17.48;29.59;30.39;4085
13;0.01;10;9.76;-0.67;49.28;28;29.37;30.17;4519.25
15;0;10;27.13;16.06;51.12;8.28;29.34;30.13;2228.5
14;0.54;10;25.59;23.76;87.12;8.04;29.18;29.97;2010.75
13;0.81;10;6.85;-0.08;60.67;5.7;29.33;30.13;4249.5
11;0.3;10;31;25.25;68.92;8.36;29.23;30.02;3573.75
9;0.83;10;26.49;19.36;61.32;5.76;29.28;30.07;2594.5
16;0.9;7.11;12.54;9.58;83.51;10.96;29.2;29.99;568
12;0.66;10;24.7;16.77;61.23;1.65;29.13;29.92;3567.75
17;0;10;21.09;8.43;42.24;5.8;29.3;30.09;531.5
10;0;10;22.74;7.28;36.2;15.12;29.24;30.03;4393.5
13;0;10;23.14;4.43;29.2;10.64;29.34;30.13;4494.5
13;0;10;24.95;10.05;37.36;2.35;29.27;30.06;4494.25
7;1;9.88;4.41;3;87.92;8.28;29.39;30.18;24.2
12;0.84;10;9.96;4.72;69.69;20.04;29;29.79;2453
8;1;6.8;11.05;8.61;88.09;2.16;29.19;29.99;391
13;0.53;10;24.15;22.36;83.04;7.36;29.29;30.08;1453.25
11;0;10;0.3;-5.28;65.72;10.12;29.56;30.36;4343
6;0;10;20.35;16.32;70.67;3.72;29.21;30;253.5
10;0;10;29.05;17.56;49.8;9.52;29.3;30.09;3620.5
8;0;10;6.62;4.74;82.88;8.44;29.54;30.34;2288.5
8;0;10;25.08;21.5;76.88;5.96;29.14;29.93;1830.25
12;0.69;10;29.87;22.98;61.22;2.67;29.42;30.22;2629.75
13;0.65;10;30.24;12.79;33.16;16.48;29.07;29.86;3552.25
10;0;10;14.86;5.11;52.44;6.32;29.56;30.36;3756.5
16;0.14;7.76;26.76;4.62;22.28;9.28;29.4;30.2;2416.5
16;0;10;24.07;16.37;59.2;11.12;29.16;29.95;785.25
7;0;10;20.16;16.8;77.8;9;29.39;30.19;898.25
11;1;10;6.6;-2.72;51.92;14.28;29.53;30.33;1326
13;0.92;10;15.79;14.13;86.64;3.84;29.15;29.94;1043.75
11;0.74;10;17.23;8.19;53.84;8.92;29.25;30.04;3569.5
15;1;10;13.05;5.99;62.52;17.96;29.13;29.92;1824.75
14;0.08;10;10.13;7.69;24.6;8.57;9.32;30.08;493
8;0;10;23.4;10.9;43.28;8;29.08;29.87;2463.5
9;0;10;27.89;22.8;75.4;10;29.16;29.95;2752.75
6;0;10;-2.49;-4.74;84.04;6.36;29.37;30.17;133.71
15;0;10;27.81;10.2;31;1.2;29.22;30.01;2540.5
12;1;9.8;0;-0.31;95.72;10.56;29.34;30.13;740.75
17;0;10;23.19;16.16;60.4;7.4;29.27;30.06;1481
7;0;10;20.1;12.48;59.72;13.72;29.02;29.81;532.75
16;1;6.7;-4.19;-5.12;91.23;12.4;28.98;29.77;4.65
